Date (AAAAMMJJ);Precipitations (mm);Temperature min (C);Heure Temp min;Temperature max (C);Heure Temp max;Temperature moyenne (C);Moyenne Temp min-max (C);Amplitude thermique (C);Duree gel (min);Meteo;vacance_scolaire;Saison
20210527;0.0;8.1;409;22.7;1353;15.3;15.4;14.6;0;Soleil;Non;Printemps
20210528;0.0;9.4;404;24.4;1532;17.2;16.9;15.0;0;Soleil;Non;Printemps
20210529;0.0;10.5;407;25.3;1313;18.2;17.9;14.8;0;Soleil;Non;Printemps
20210530;0.0;11.5;407;25.8;1428;19.0;18.7;14.3;0;Soleil;Non;Printemps
20210531;0.0;11.9;412;26.3;1331;19.6;19.1;14.4;0;Soleil;Non;Printemps
20210601;0.0;12.9;332;29.4;1521;22.3;21.2;16.5;0;Chaleurs;Non;Printemps
20210602;0.0;16.3;231;27.6;1252;22.1;22.0;11.3;0;Chaleurs;Non;Printemps
20210603;29.6;18.9;336;27.9;1403;22.2;23.4;9.0;0;Pluie;Non;Printemps
20210604;3.6;15.8;621;22.1;950;18.1;19.0;6.3;0;Pluie;Non;Printemps
20210605;0.0;13.8;427;21.2;1607;16.5;17.5;7.4;0;Soleil;Non;Printemps
20210606;0.0;11.5;410;26.2;1607;18.9;18.9;14.7;0;Soleil;Non;Printemps
20210607;0.0;12.6;424;26.1;1659;19.6;19.4;13.5;0;Soleil;Non;Printemps
20210608;0.0;14.1;402;28.6;1520;20.9;21.4;14.5;0;Chaleurs;Non;Printemps
20210609;0.0;14.0;316;29.1;1655;22.7;21.6;15.1;0;Chaleurs;Non;Printemps
20210610;0.0;17.4;414;29.8;1555;23.1;23.6;12.4;0;Chaleurs;Non;Printemps
20210611;0.0;15.6;350;29.3;1417;22.7;22.5;13.7;0;Chaleurs;Non;Printemps
20210612;0.0;16.6;424;25.2;1515;20.5;20.9;8.6;0;Chaleurs;Non;Printemps
20210613;0.0;14.7;333;28.7;1532;21.4;21.7;14.0;0;Chaleurs;Non;Printemps
20210614;0.0;14.0;348;32.9;1536;24.2;23.5;18.9;0;Canicule;Non;Printemps
20210615;0.0;17.7;419;32.0;1528;24.9;24.9;14.3;0;Canicule;Non;Printemps
20210616;14.0;18.4;412;34.0;1454;27.2;26.2;15.6;0;Canicule;Non;Printemps
20210617;11.7;19.2;347;28.3;1330;23.0;23.8;9.1;0;Pluie;Non;Printemps
20210618;0.8;18.3;2308;26.8;1051;22.6;22.6;8.5;0;Chaleurs;Non;Printemps
20210619;19.7;17.7;237;27.6;1243;21.3;22.7;9.9;0;Pluie;Non;Printemps
20210620;1.4;16.7;422;27.0;1238;20.7;21.9;10.3;0;Pluie;Non;Printemps
20210621;0.0;17.5;412;27.4;1424;20.9;22.5;9.9;0;Chaleurs;Non;Ete
20210622;11.7;14.2;1756;19.9;931;15.8;17.1;5.7;0;Pluie;Non;Ete
20210623;0.0;13.6;210;16.8;1404;14.9;15.2;3.2;0;Doux;Non;Ete
20210624;0.0;13.3;533;22.9;1613;16.5;18.1;9.6;0;Soleil;Non;Ete
20210625;8.8;10.4;317;22.0;1459;17.1;16.2;11.6;0;Pluie;Non;Ete
20210626;1.2;15.5;2259;22.8;1429;18.7;19.2;7.3;0;Pluie;Non;Ete
20210627;0.8;16.9;400;24.9;1645;20.0;20.9;8.0;0;Chaleurs;Non;Ete
20210628;0.4;17.3;559;25.3;1537;20.0;21.3;8.0;0;Chaleurs;Non;Ete
20210629;2.2;14.1;231;20.3;1158;16.8;17.2;6.2;0;Pluie;Non;Ete
20210630;1.2;14.1;637;18.5;1209;16.0;16.3;4.4;0;Pluie;Non;Ete
20210701;0.0;13.5;442;24.9;1546;18.6;19.2;11.4;0;Soleil;Non;Ete
20210702;0.0;14.5;238;27.9;1514;22.1;21.2;13.4;0;Chaleurs;Non;Ete
20210703;4.2;19.1;445;24.4;1204;21.5;21.8;5.3;0;Pluie;Non;Ete
20210704;3.8;16.8;444;23.6;1210;19.2;20.2;6.8;0;Pluie;Non;Ete
20210705;0.0;14.8;517;23.1;1226;19.3;19.0;8.3;0;Soleil;Non;Ete
20210706;0.0;16.8;552;24.1;1522;19.8;20.5;7.3;0;Soleil;Oui;Ete
20210707;0.0;15.5;405;24.3;1654;19.5;19.9;8.8;0;Soleil;Oui;Ete
20210708;0.0;13.7;322;24.1;1627;19.6;18.9;10.4;0;Soleil;Oui;Ete
20210709;0.0;14.9;435;23.8;1221;19.2;19.4;8.9;0;Soleil;Oui;Ete
20210710;1.6;16.7;2346;21.5;1344;18.2;19.1;4.8;0;Pluie;Oui;Ete
20210711;0.0;14.2;414;25.9;1415;19.3;20.1;11.7;0;Soleil;Oui;Ete
20210712;4.0;15.4;14;24.0;1605;18.9;19.7;8.6;0;Pluie;Oui;Ete
20210713;41.9;16.8;345;18.8;1441;17.4;17.8;2.0;0;Pluie;Oui;Ete
20210714;0.2;15.1;335;22.7;1335;18.2;18.9;7.6;0;Soleil;Oui;Ete
20210715;0.0;16.7;232;25.8;1130;20.6;21.3;9.1;0;Chaleurs;Oui;Ete
20210716;0.0;16.9;503;23.3;1700;18.4;20.1;6.4;0;Soleil;Oui;Ete
20210717;0.0;14.1;309;27.3;1640;20.0;20.7;13.2;0;Chaleurs;Oui;Ete
20210718;0.0;16.1;417;31.5;1420;24.1;23.8;15.4;0;Canicule;Oui;Ete
20210719;0.0;17.3;448;32.4;1456;25.2;24.9;15.1;0;Canicule;Oui;Ete
20210720;0.0;18.3;338;31.1;1509;24.4;24.7;12.8;0;Canicule;Oui;Ete
20210721;0.0;16.4;410;31.8;1426;24.4;24.1;15.4;0;Canicule;Oui;Ete
20210722;0.0;16.9;425;30.8;1442;24.3;23.9;13.9;0;Canicule;Oui;Ete
20210723;0.0;17.0;445;31.2;1414;24.6;24.1;14.2;0;Canicule;Oui;Ete
20210724;2.4;19.2;547;27.0;1434;22.3;23.1;7.8;0;Pluie;Oui;Ete
20210725;7.0;17.8;2127;24.0;1411;19.9;20.9;6.2;0;Pluie;Oui;Ete
20210726;5.0;16.9;312;25.7;1403;20.3;21.3;8.8;0;Pluie;Oui;Ete
20210727;11.9;17.8;1457;19.6;1348;18.5;18.7;1.8;0;Pluie;Oui;Ete
20210728;0.0;16.5;57;23.7;1356;19.6;20.1;7.2;0;Soleil;Oui;Ete
20210729;0.0;14.8;516;24.5;1613;19.4;19.7;9.7;0;Soleil;Oui;Ete
20210730;0.0;15.4;108;24.2;1308;19.7;19.8;8.8;0;Soleil;Oui;Ete
20210731;0.0;14.8;452;24.5;1524;18.8;19.7;9.7;0;Soleil;Oui;Ete
20210801;0.2;14.2;431;24.8;1532;19.4;19.5;10.6;0;Soleil;Oui;Ete
20210802;5.0;14.2;344;25.1;1251;18.6;19.7;10.9;0;Pluie;Oui;Ete
20210803;0.0;14.7;522;21.7;1043;17.5;18.2;7.0;0;Soleil;Oui;Ete
20210804;0.2;12.3;246;22.0;1343;18.0;17.2;9.7;0;Soleil;Oui;Ete
20210805;0.2;16.6;428;24.7;1358;19.6;20.7;8.1;0;Soleil;Oui;Ete
20210806;0.0;17.0;507;24.5;1526;19.5;20.8;7.5;0;Soleil;Oui;Ete
20210807;12.4;14.7;533;23.2;1427;17.5;19.0;8.5;0;Pluie;Oui;Ete
20210808;0.0;14.0;411;23.2;1552;18.1;18.6;9.2;0;Soleil;Oui;Ete
20210809;2.2;14.8;442;23.0;1621;19.0;18.9;8.2;0;Pluie;Oui;Ete
20210810;0.2;16.5;353;25.3;1522;20.6;20.9;8.8;0;Chaleurs;Oui;Ete
20210811;0.0;14.8;351;28.5;1438;21.5;21.7;13.7;0;Chaleurs;Oui;Ete
20210812;0.0;15.9;453;31.9;1417;24.0;23.9;16.0;0;Canicule;Oui;Ete
20210813;0.0;16.9;448;30.6;1517;23.3;23.8;13.7;0;Canicule;Oui;Ete
20210814;0.0;15.2;442;32.1;1535;23.2;23.7;16.9;0;Canicule;Oui;Ete
20210815;0.0;15.8;408;31.4;1321;23.4;23.6;15.6;0;Canicule;Oui;Ete
20210816;1.0;17.4;2212;23.0;1321;18.7;20.2;5.6;0;Soleil;Oui;Ete
20210817;0.0;13.5;433;20.8;1139;17.2;17.2;7.3;0;Soleil;Oui;Ete
20210818;0.0;16.1;320;21.9;1420;18.8;19.0;5.8;0;Soleil;Oui;Ete
20210819;0.0;17.1;430;21.3;1633;18.1;19.2;4.2;0;Soleil;Oui;Ete
20210820;0.0;16.2;415;26.0;1547;19.6;21.1;9.8;0;Soleil;Oui;Ete
20210821;0.0;14.6;512;27.1;1209;20.9;20.9;12.5;0;Chaleurs;Oui;Ete
20210822;0.0;16.3;522;23.8;1425;19.4;20.1;7.5;0;Soleil;Oui;Ete
20210823;1.0;16.9;531;21.6;906;18.6;19.3;4.7;0;Soleil;Oui;Ete
20210824;0.0;14.8;505;26.0;1324;19.5;20.4;11.2;0;Soleil;Oui;Ete
20210825;0.0;12.8;518;27.1;1513;19.7;20.0;14.3;0;Soleil;Oui;Ete
20210826;0.0;13.4;407;23.4;1516;17.8;18.4;10.0;0;Soleil;Oui;Ete
20210827;0.0;13.8;241;24.2;1439;18.4;19.0;10.4;0;Soleil;Oui;Ete
20210828;0.0;12.8;254;23.8;1545;17.5;18.3;11.0;0;Soleil;Oui;Ete
20210829;0.0;14.3;537;20.8;1304;17.1;17.6;6.5;0;Soleil;Oui;Ete
20210830;0.0;15.2;2351;24.0;1459;18.6;19.6;8.8;0;Soleil;Oui;Ete
20210831;0.0;15.8;208;25.7;1529;19.3;20.8;9.9;0;Soleil;Oui;Ete
20210901;0.0;14.6;203;25.3;1334;18.4;20.0;10.7;0;Gris;Oui;Ete
20210902;0.0;11.5;457;27.5;1509;18.9;19.5;16.0;0;Gris;Oui;Ete
20210903;0.0;13.3;524;30.1;1533;21.2;21.7;16.8;0;Canicule;Non;Ete
20210904;4.8;17.5;246;28.9;1254;21.6;23.2;11.4;0;Pluie;Non;Ete
20210905;0.4;17.5;503;32.0;1439;22.6;24.8;14.5;0;Canicule;Non;Ete
20210906;0.0;15.6;504;31.2;1257;22.6;23.4;15.6;0;Canicule;Non;Ete
20210907;0.0;14.8;533;31.1;1457;23.2;23.0;16.3;0;Canicule;Non;Ete
20210908;3.6;15.9;607;31.7;1511;23.9;23.8;15.8;0;Canicule;Non;Ete
20210909;2.8;20.1;541;27.7;1455;22.3;23.9;7.6;0;Pluie;Non;Ete
20210910;3.2;19.5;313;25.1;1303;20.6;22.3;5.6;0;Pluie;Non;Ete
20210911;0.0;15.4;337;24.3;1538;18.5;19.9;8.9;0;Gris;Non;Ete
20210912;0.0;12.4;543;24.5;1403;18.5;18.5;12.1;0;Gris;Non;Ete
20210913;1.2;12.3;530;27.8;1321;20.4;20.1;15.5;0;Pluie;Non;Ete
20210914;6.4;17.6;414;26.4;1252;21.0;22.0;8.8;0;Pluie;Non;Ete
20210915;15.7;18.6;1750;22.2;1133;19.2;20.4;3.6;0;Pluie;Non;Ete
20210916;0.0;15.1;110;24.7;1223;18.0;19.9;9.6;;Gris;Non;Ete
20210917;0.0;12.8;342;24.9;1437;17.8;18.9;12.1;0;Gris;Non;Ete
20210918;0.0;13.7;128;26.5;1248;19.5;20.1;12.8;0;Gris;Non;Ete
20210919;23.4;14.8;540;25.1;1428;18.8;20.0;10.3;0;Pluie;Non;Ete
20210920;0.0;13.4;34;22.4;1333;16.8;17.9;9.0;0;Gris;Non;Ete
20210921;0.0;11.0;603;20.7;1330;15.0;15.9;9.7;0;Gris;Non;Ete
20210922;0.0;9.6;553;23.3;1344;15.6;16.5;13.7;0;Gris;Non;Automne
20210923;0.0;10.0;254;25.0;1503;16.8;17.5;15.0;0;Gris;Non;Automne
20210924;0.0;13.3;39;24.4;1528;17.2;18.9;11.1;0;Gris;Non;Automne
20210925;0.0;11.0;536;25.6;1230;18.2;18.3;14.6;0;Gris;Non;Automne
20210926;13.9;15.8;337;23.1;1144;18.3;19.5;7.3;0;Pluie;Non;Automne
20210927;4.2;14.5;1214;20.7;1417;15.8;17.6;6.2;0;Pluie;Non;Automne
20210928;1.0;9.7;352;20.6;1354;15.1;15.2;10.9;0;Gris;Non;Automne
20210929;1.2;13.0;545;18.2;1303;14.3;15.6;5.2;0;Pluie;Non;Automne
20210930;0.0;6.9;522;19.2;1434;13.4;13.1;12.3;0;Gris;Non;Automne
20211001;4.2;9.5;534;18.2;1218;13.3;13.9;8.7;0;Pluie;Non;Automne
20211002;20.1;12.1;34;17.5;2042;15.5;14.8;5.4;0;Pluie;Non;Automne
20211003;6.3;12.7;1027;16.2;932;14.7;14.5;3.5;0;Pluie;Non;Automne
20211004;0.0;9.8;615;19.5;1507;14.7;14.7;9.7;0;Gris;Non;Automne
20211005;8.5;12.4;230;18.8;1258;13.8;15.6;6.4;0;Pluie;Non;Automne
20211006;0.0;11.0;553;18.8;1425;13.6;14.9;7.8;0;Gris;Non;Automne
20211007;0.0;8.2;539;20.7;1351;13.3;14.5;12.5;0;Gris;Non;Automne
20211008;0.0;8.3;543;22.0;1322;14.1;15.2;13.7;0;Gris;Non;Automne
20211009;0.0;8.8;627;21.1;1251;13.5;15.0;12.3;0;Gris;Non;Automne
20211010;0.0;7.6;611;20.8;1251;13.1;14.2;13.2;0;Gris;Non;Automne
20211011;0.0;10.4;2108;18.7;1106;13.5;14.6;8.3;0;Gris;Non;Automne
20211012;0.0;7.8;443;17.9;1226;12.4;12.9;10.1;0;Gris;Non;Automne
20211013;0.2;7.0;526;17.4;1328;10.8;12.2;10.4;0;Frais;Non;Automne
20211014;0.0;5.2;528;19.8;1434;11.1;12.5;14.6;0;Frais;Non;Automne
20211015;0.0;6.5;336;20.2;1251;12.6;13.4;13.7;0;Gris;Non;Automne
20211016;0.0;7.8;425;20.7;1409;12.5;14.3;12.9;0;Gris;Non;Automne
20211017;0.0;6.3;402;17.6;1303;11.4;12.0;11.3;0;Frais;Non;Automne
20211018;3.4;7.3;140;19.2;1345;13.8;13.3;11.9;0;Pluie;Non;Automne
20211019;0.0;15.6;2226;25.1;1409;19.0;20.4;9.5;0;Gris;Oui;Automne
20211020;1.8;14.8;11;20.4;1233;17.3;17.6;5.6;0;Pluie;Oui;Automne
20211021;19.2;8.6;1756;15.7;1015;11.0;12.2;7.1;0;Pluie;Oui;Automne
20211022;0.0;4.4;349;15.5;1219;9.8;10.0;11.1;0;Frais;Oui;Automne
20211023;0.0;9.3;2252;18.2;1247;11.1;13.8;8.9;0;Frais;Oui;Automne
20211024;1.2;4.9;505;16.1;1417;9.5;10.5;11.2;0;Pluie;Oui;Automne
20211025;0.0;6.9;2243;15.6;1343;11.6;11.3;8.7;0;Frais;Oui;Automne
20211026;0.0;8.2;510;16.0;1453;12.5;12.1;7.8;0;Gris;Oui;Automne
20211027;0.2;8.8;328;17.7;1346;11.9;13.3;8.9;0;Frais;Oui;Automne
20211028;0.0;8.0;657;19.7;1355;12.9;13.9;11.7;0;Gris;Oui;Automne
20211029;6.8;10.9;319;15.2;1000;12.9;13.1;4.3;0;Pluie;Oui;Automne
20211030;5.6;12.4;2041;15.7;1314;13.3;14.1;3.3;0;Pluie;Oui;Automne
20211031;2.6;10.2;253;17.8;1306;12.9;14.0;7.6;0;Pluie;Oui;Automne
20211101;4.8;8.9;647;14.7;1120;10.5;11.8;5.8;0;Pluie;Oui;Automne
20211102;3.8;8.5;2022;13.5;1350;10.3;11.0;5.0;0;Pluie;Oui;Automne
20211103;1.4;7.6;512;13.9;1231;9.0;10.8;6.3;0;Pluie;Oui;Automne
20211104;3.4;6.0;44;11.8;1054;8.6;8.9;5.8;0;Pluie;Oui;Automne
20211105;0.0;7.7;529;14.2;1348;9.4;11.0;6.5;0;Frais;Non;Automne
20211106;0.2;2.8;628;13.8;1312;8.1;8.3;11.0;0;Frais;Non;Automne
20211107;0.2;8.0;2139;13.8;1255;10.4;10.9;5.8;0;Frais;Non;Automne
20211108;0.0;5.0;323;14.9;1305;8.9;10.0;9.9;0;Frais;Non;Automne
20211109;0.0;3.9;444;14.3;1412;7.2;9.1;10.4;0;Frais;Non;Automne
20211110;0.0;2.0;642;12.1;1148;5.8;7.1;10.1;0;Frais;Non;Automne
20211111;0.2;0.5;543;12.0;1138;5.3;6.3;11.5;0;Frais;Non;Automne
20211112;0.0;2.4;524;13.7;1409;7.7;8.1;11.3;0;Frais;Non;Automne
20211113;0.8;11.1;2101;14.2;1335;11.7;12.7;3.1;0;Frais;Non;Automne
20211114;0.0;10.2;331;13.6;1342;10.6;11.9;3.4;0;Frais;Non;Automne
20211115;0.0;6.0;447;8.1;1328;7.0;7.1;2.1;0;Frais;Non;Automne
20211116;0.6;6.4;255;9.4;432;7.7;7.9;3.0;0;Frais;Non;Automne
20211117;0.0;8.1;1801;14.0;1219;10.4;11.1;5.9;0;Frais;Non;Automne
20211118;0.0;4.9;637;13.6;1218;8.3;9.3;8.7;0;Frais;Non;Automne
20211119;0.0;6.8;2135;11.8;1311;9.5;9.3;5.0;0;Frais;Non;Automne
20211120;0.2;6.7;1725;8.0;1201;7.5;7.4;1.3;0;Frais;Non;Automne
20211121;1.4;6.5;500;8.8;1410;7.1;7.7;2.3;0;Pluie;Non;Automne
20211122;0.0;3.8;526;8.9;1157;5.4;6.4;5.1;0;Frais;Non;Automne
20211123;0.2;0.4;625;10.1;1205;4.6;5.3;9.7;0;Froid;Non;Automne
20211124;0.0;1.8;647;8.0;1342;4.4;4.9;6.2;0;Froid;Non;Automne
20211125;0.4;2.1;727;7.3;1039;5.6;4.7;5.2;0;Frais;Non;Automne
20211126;1.0;4.2;403;7.4;1457;6.0;5.8;3.2;0;Frais;Non;Automne
20211127;4.0;2.5;810;5.4;1142;3.9;4.0;2.9;0;Pluie;Non;Automne
20211128;0.2;2.8;1801;6.6;1330;4.7;4.7;3.8;0;Froid;Non;Automne
20211129;0.2;1.3;555;8.0;1331;4.0;4.7;6.7;0;Froid;Non;Automne
20211130;2.6;3.6;2242;9.7;111;7.3;6.7;6.1;0;Pluie;Non;Automne
20211201;1.8;8.3;1753;11.6;1257;9.2;10.0;3.3;0;Pluie;Non;Automne
20211202;0.0;3.8;655;7.5;1327;5.2;5.7;3.7;0;Frais;Non;Automne
20211203;11.4;2.9;121;12.8;301;4.9;7.9;9.9;0;Pluie;Non;Automne
20211204;3.0;4.7;1801;12.3;822;9.2;8.5;7.6;0;Pluie;Non;Automne
20211205;3.4;4.1;450;6.7;1049;5.6;5.4;2.6;0;Pluie;Non;Automne
20211206;1.8;5.5;553;8.3;1310;6.7;6.9;2.8;0;Pluie;Non;Automne
20211207;1.8;3.3;841;9.1;2040;6.4;6.2;5.8;0;Pluie;Non;Automne
20211208;0.2;4.4;618;8.4;1204;5.9;6.4;4.0;0;Frais;Non;Automne
20211209;13.5;3.9;819;8.5;526;5.5;6.2;4.6;0;Pluie;Non;Automne
20211210;0.8;5.1;1817;8.8;1326;7.0;7.0;3.7;0;Frais;Non;Automne
20211211;1.0;3.8;742;8.2;1325;6.3;6.0;4.4;0;Frais;Non;Automne
20211212;0.4;6.6;47;11.5;1314;9.6;9.1;4.9;0;Frais;Non;Automne
20211213;0.0;7.6;1734;9.6;602;8.2;8.6;2.0;0;Frais;Non;Automne
20211214;0.0;5.7;2258;9.1;1321;7.4;7.4;3.4;0;Frais;Non;Automne
20211215;0.0;6.4;1758;9.7;1331;8.2;8.1;3.3;0;Frais;Non;Automne
20211216;0.0;5.8;1850;11.5;1332;9.0;8.7;5.7;0;Frais;Non;Automne
20211217;0.0;4.9;314;9.8;1258;7.0;7.4;4.9;0;Frais;Non;Automne
20211218;0.0;3.3;251;9.2;1328;5.6;6.3;5.9;0;Frais;Non;Automne
20211219;0.0;5.0;1907;6.4;1405;5.5;5.7;1.4;0;Frais;Non;Automne
20211220;0.0;5.0;1804;6.1;1427;5.5;5.6;1.1;0;Frais;Non;Automne
20211221;0.0;0.9;1712;4.3;1331;1.6;2.6;3.4;86;Froid;Oui;Hiver
20211222;0.0;-1.1;25;0.7;557;-0.4;-0.2;1.8;1018;Froid;Oui;Hiver
20211223;0.0;-1.1;123;9.8;2027;5.3;4.4;10.9;299;Frais;Oui;Hiver
20211224;8.0;8.3;2127;10.5;1301;9.5;9.4;2.2;0;Pluie;Oui;Hiver
20211225;1.0;8.2;230;10.9;1442;9.9;9.6;2.7;0;Frais;Oui;Hiver
20211226;4.8;9.0;406;12.4;1321;10.1;10.7;3.4;0;Pluie;Oui;Hiver
20211227;11.0;9.3;810;13.4;1412;10.9;11.4;4.1;0;Pluie;Oui;Hiver
20211228;1.0;10.3;10;13.5;1302;12.1;11.9;3.2;0;Gris;Oui;Hiver
20211229;5.2;9.8;548;15.9;1337;13.2;12.9;6.1;0;Pluie;Oui;Hiver
20211230;0.2;13.5;713;16.0;1346;14.1;14.8;2.5;0;Gris;Oui;Hiver
20211231;0.0;9.6;658;16.2;1347;12.1;12.9;6.6;0;Gris;Oui;Hiver
20220101;0.0;8.4;812;14.3;1335;11.1;11.4;5.9;0;Frais;Oui;Hiver
20220102;0.0;10.3;1934;14.6;1407;12.7;12.5;4.3;0;Gris;Oui;Hiver
20220103;26.5;11.3;1717;13.4;1241;12.0;12.4;2.1;0;Pluie;Oui;Hiver
20220104;1.6;7.9;632;10.4;1418;8.6;9.2;2.5;0;Pluie;Oui;Hiver
20220105;0.0;3.2;702;7.7;1333;4.8;5.5;4.5;0;Froid;Oui;Hiver
20220106;0.4;1.5;613;7.5;1343;4.5;4.5;6.0;0;Froid;Oui;Hiver
20220107;4.0;3.2;51;9.2;1339;6.2;6.2;6.0;0;Pluie;Non;Hiver
20220108;11.2;4.3;218;9.3;1824;6.9;6.8;5.0;0;Pluie;Non;Hiver
20220109;7.4;4.8;824;6.6;1533;5.7;5.7;1.8;0;Pluie;Non;Hiver
20220110;0.0;2.4;612;4.6;1230;3.8;3.5;2.2;0;Froid;Non;Hiver
20220111;0.0;1.3;725;4.7;1351;2.1;3.0;3.4;0;Froid;Non;Hiver
20220112;0.0;-0.4;704;6.1;1405;3.0;2.9;6.5;164;Froid;Non;Hiver
20220113;0.0;2.0;638;4.7;1403;2.6;3.4;2.7;0;Froid;Non;Hiver
20220114;0.2;0.3;636;8.8;1359;3.6;4.6;8.5;0;Froid;Non;Hiver
20220115;0.0;0.3;803;9.6;1407;3.0;5.0;9.3;153;Froid;Non;Hiver
20220116;0.8;-0.7;120;6.4;33;2.9;2.9;7.1;382;Froid;Non;Hiver
20220117;0.0;4.8;657;7.9;1137;6.0;6.4;3.1;0;Frais;Non;Hiver
20220118;0.2;1.5;754;10.7;1216;5.3;6.1;9.2;0;Frais;Non;Hiver
20220119;1.2;4.8;2135;7.1;1813;6.2;6.0;2.3;0;Pluie;Non;Hiver
20220120;0.0;3.1;532;8.4;1413;5.1;5.8;5.3;0;Frais;Non;Hiver
20220121;0.0;2.5;315;6.3;1500;4.3;4.4;3.8;0;Froid;Non;Hiver
20220122;0.0;3.8;1830;6.8;1341;5.5;5.3;3.0;0;Frais;Non;Hiver
20220123;0.0;3.8;811;5.1;1931;4.2;4.5;1.3;0;Froid;Non;Hiver
20220124;0.0;0.6;649;8.9;1404;3.6;4.8;8.3;0;Froid;Non;Hiver
20220125;0.2;-0.9;305;2.8;1401;1.0;1.0;3.7;318;Neige;Non;Hiver
20220126;0.0;0.3;3;4.1;1346;2.7;2.2;3.8;0;Froid;Non;Hiver
20220127;0.2;2.9;2347;8.3;17;5.8;5.6;5.4;0;Frais;Non;Hiver
20220128;0.0;6.2;359;7.9;933;7.3;7.1;1.7;0;Frais;Non;Hiver
20220129;0.0;6.5;208;11.0;1512;9.3;8.8;4.5;0;Frais;Non;Hiver
20220130;0.0;6.4;812;12.3;1358;9.0;9.4;5.9;0;Frais;Non;Hiver
20220131;0.4;6.0;1752;10.0;1411;7.2;8.0;4.0;0;Frais;Non;Hiver
20220201;0.6;4.0;143;11.1;2133;8.2;7.6;7.1;0;Frais;Non;Hiver
20220202;0.0;10.2;507;12.0;1351;10.5;11.1;1.8;0;Frais;Non;Hiver
20220203;0.0;7.5;814;8.9;1759;8.2;8.2;1.4;0;Frais;Non;Hiver
20220204;0.8;7.1;1752;12.0;1257;8.0;9.6;4.9;0;Frais;Non;Hiver
20220205;0.0;3.7;705;11.9;1443;7.6;7.8;8.2;0;Frais;Non;Hiver
20220206;6.2;7.8;1921;11.6;1610;9.7;9.7;3.8;0;Pluie;Non;Hiver
20220207;0.0;5.8;628;12.4;1431;8.6;9.1;6.6;0;Frais;Non;Hiver
20220208;0.0;7.6;2113;12.0;1338;9.4;9.8;4.4;0;Frais;Oui;Hiver
20220209;0.2;3.3;557;14.4;1453;8.2;8.9;11.1;0;Frais;Oui;Hiver
20220210;2.0;6.6;2138;10.8;1537;7.6;8.7;4.2;0;Pluie;Oui;Hiver
20220211;0.0;2.6;714;11.5;1354;5.5;7.1;8.9;0;Frais;Oui;Hiver
20220212;0.0;1.8;729;11.2;1518;5.5;6.5;9.4;0;Frais;Oui;Hiver
20220213;0.0;1.3;436;14.9;1447;8.3;8.1;13.6;0;Frais;Oui;Hiver
20220214;2.6;8.2;740;12.8;1302;9.7;10.5;4.6;0;Pluie;Oui;Hiver
20220215;4.6;5.9;706;11.8;1206;8.8;8.9;5.9;0;Pluie;Oui;Hiver
20220216;0.4;9.5;2134;16.2;1401;13.2;12.9;6.7;0;Gris;Oui;Hiver
20220217;0.4;11.2;723;15.7;1417;12.9;13.5;4.5;0;Gris;Oui;Hiver
20220218;4.1;9.9;1753;12.9;844;10.8;11.4;3.0;0;Pluie;Oui;Hiver
20220219;0.0;4.2;659;11.2;1324;8.2;7.7;7.0;0;Frais;Oui;Hiver
20220220;4.4;8.9;506;13.9;1128;11.5;11.4;5.0;0;Pluie;Oui;Hiver
20220221;0.0;5.9;205;11.0;1058;8.9;8.5;5.1;0;Frais;Oui;Hiver
20220222;0.2;6.7;339;13.6;1513;9.9;10.2;6.9;0;Frais;Oui;Hiver
20220223;0.0;5.6;654;12.5;1130;10.0;9.1;6.9;;Frais;Oui;Hiver
20220224;2.2;7.2;1442;12.7;1252;8.5;10.0;5.5;0;Pluie;Oui;Hiver
20220225;0.0;4.2;535;12.5;1450;7.1;8.4;8.3;0;Frais;Non;Hiver
20220226;0.0;1.8;609;11.6;1439;6.4;6.7;9.8;0;Frais;Non;Hiver
20220227;0.0;1.3;701;11.6;1440;6.1;6.5;10.3;0;Frais;Non;Hiver
20220228;0.0;1.4;702;13.6;1453;7.2;7.5;12.2;0;Frais;Non;Hiver
20220301;0.0;4.4;250;13.4;1327;9.0;8.9;9.0;0;Frais;Non;Hiver
20220302;0.0;6.1;333;13.5;1239;9.3;9.8;7.4;0;Frais;Non;Hiver
20220303;0.0;7.2;2354;12.7;1325;10.4;10.0;5.5;0;Frais;Non;Hiver
20220304;0.0;7.9;240;13.5;1315;10.2;10.7;5.6;0;Frais;Non;Hiver
20220305;0.0;7.0;552;14.0;1144;9.3;10.5;7.0;0;Frais;Non;Hiver
20220306;0.0;1.8;613;10.8;1320;5.7;6.3;9.0;0;Frais;Non;Hiver
20220307;0.0;-0.5;621;8.7;1354;3.9;4.1;9.2;162;Froid;Non;Hiver
20220308;0.0;0.4;501;14.6;1515;7.2;7.5;14.2;0;Frais;Non;Hiver
20220309;0.0;3.5;459;16.7;1449;10.1;10.1;13.2;0;Frais;Non;Hiver
20220310;0.0;6.4;626;18.7;1412;12.1;12.6;12.3;0;Doux;Non;Hiver
20220311;4.0;8.3;539;13.4;1400;10.5;10.9;5.1;0;Pluie;Non;Hiver
20220312;0.4;6.9;644;11.1;1334;9.0;9.0;4.2;0;Frais;Non;Hiver
20220313;1.6;8.2;413;12.4;921;9.4;10.3;4.2;0;Pluie;Non;Hiver
20220314;1.4;5.2;633;16.4;1513;10.7;10.8;11.2;0;Pluie;Non;Hiver
